EY_PV_Serial_Number,Parent Facility,Grouped / Standalone,Site Type,"Site Name 
(English)",City,latitude,longitude,Site Status,Year of Construction
838,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-hamna Well No.3,Wadi Al Fara,23.020111,39.902667,Out of service,2011
839,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-hamna Well No.1,Wadi Al Fara,22.983369,39.919287,Out of service,2011
840,Standalone,Standalone,WELL ABSTRACTION (WABS),Um Al-Barak Well 1,Wadi Al Fara,23.428083,39.232472,Working,2011
841,Standalone,Standalone,WELL ABSTRACTION (WABS),Um Al-Barak Well 2,Wadi Al Fara,23.428833,39.228972,Working,2011
842,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Talghama Well No.1,Wadi Al Fara,23.662301,39.81204,Out of Service,2011
843,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Talghama Well No.2,Wadi Al Fara,23.662103,39.812652,Out of Service,2011
844,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Talghama Well No.3,Wadi Al Fara,23.662449,39.816029,Out of Service,2011
845,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Atshan Well,Wadi Al Fara,23.517565,39.706618,Out of Service,1990
846,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.1,Wadi Al Fara,23.712599,39.788938,Out of service,2007
847,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.2,Wadi Al Fara,23.713604,39.795126,Out of service,2007
848,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.3,Wadi Al Fara,23.715056,39.790622,Out of service,2007
849,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.4,Wadi Al Fara,23.712519,39.796408,Out of service,2007
850,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.5,Wadi Al Fara,23.712367,39.790646,Out of service,2007
851,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.6,Wadi Al Fara,23.716528,39.795722,Out of service,2007
852,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.8,Wadi Al Fara,23.715556,39.788167,Out of service,2007
853,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.9,Wadi Al Fara,23.726389,39.803444,Out of service,2007
854,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.10,Wadi Al Fara,23.720667,39.811306,Out of service,2007
855,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.16,Wadi Al Fara,23.707944,39.790667,Out of service,2007
856,Standalone,Standalone,WELL ABSTRACTION (WABS),AL YOTAMAH WELL NO.17,Wadi Al Fara,23.701944,39.794056,Out of service,2007
857,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.1,Wadi Al Fara,23.456945,39.85156,Out of service,2011
858,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.2,Wadi Al Fara,23.456222,39.849083,Out of service,2011
859,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.3,Wadi Al Fara,23.454923,39.853106,Out of service,2011
860,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.5,Wadi Al Fara,23.452917,39.8505,Out of service,2011
861,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.7,Wadi Al Fara,23.456222,39.854806,Out of service,2011
862,Standalone,Standalone,WELL ABSTRACTION (WABS),WADI ALFARAA NO.8,Wadi Al Fara,23.455278,39.851083,Out of service,2011
919,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alfareesh Well Tank 1 & 2,Wadi Al Fara,23.534615,39.872871,Working,2000
966,193,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alakhal Reservoir Well 1,Wadi Al Fara,23.285408,39.93431,Working,2000
967,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alakhal Reservoir Well 2,Wadi Al Fara,23.322413,40.026075,Standby,2010
968,23,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alakhal Reservoir Well 3,Wadi Al Fara,23.305471,39.878637,Out of Service,2010
969,Standalone,Standalone,WATER FILLING STATION (WFLS),Meghsel Reservoir Well ,Wadi Al Fara,23.100135,39.771618,Working,2015
998,12,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Umm Al Bark Raw Reservoir,Wadi Al Fara,23.430528,39.228444,Working,2015
999,12,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Umm Al Bark Tank Product,Wadi Al Fara,23.430611,39.228611,Working,2015
1003,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alzubaira Well Reservoir ,Wadi Al Fara,23.4537,39.765609,Standby,2007
1008,23,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alakhal Crude Purification Plant Tank,Wadi Al Fara,23.306755,39.8778,Working,2015
1009,23,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alakhal Tank Purification Plant Product,Wadi Al Fara,23.306852,39.877918,Working,2015
1094,16,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Abu Dhabaa High Reservoir,Wadi Al Fara,23.201549,39.553578,Standby,1995
1123,1123,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Malh Tank 1,Wadi Al Fara,23.455941,39.85224,Working,2018
1158,2255,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Om Al Eyal Tank ,Wadi Al Fara,23.262379,39.567525,Standby,1995
1159,16,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Abu Daba Crude Purification Plant Tank ,Wadi Al Fara,23.201388,39.553648,Standby,2015
1160,16,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Abu Daba Purification Plant Tank Product ,Wadi Al Fara,23.201315,39.553783,Standby,2015
1161,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Faqeer High Reservoir ,Wadi Al Fara,23.423927,39.709152,Standby,1995
1162,76,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Yatmah Tank 1,Wadi Al Fara,23.714381,39.790257,Working,2009
1163,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Yatmah Tank 2,Wadi Al Fara,23.715659,39.794407,Working,2018
1164,5,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Malh Crude Purification Plant Tank ,Wadi Al Fara,23.4561,39.851704,Working,2015
1165,5,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Malh Product Purification Plant Tank,Wadi Al Fara,23.456221,39.851786,Working,2015
2255,2255,Grouped,WATER FILLING STATION (WFLS),Om Al Eyal Tank  Filling Station,Wadi Al Fara,23.262379,39.567525,Standby,2007
2263,Standalone,Standalone,WATER FILLING STATION (WFLS),Al-Mawareed Well Filling Station,Wadi Al Fara,22.937411,39.922652,Out of service,2007
2264,Standalone,Standalone,WATER FILLING STATION (WFLS),Al-hamna Well No.1 Filling Station,Wadi Al Fara,22.983369,39.919287,Out of service,2007
2265,Standalone,Standalone,WELL ABSTRACTION (WABS),Meghsel Well 1 Filling Station,Wadi Al Fara,23.100134,39.772239,Working,2007
2278,Standalone,Standalone,WATER FILLING STATION (WFLS),Al-Talghama Well No Filling Station,Wadi Al Fara,23.662103,39.812652,Out of service,2000
2279,Standalone,Standalone,WATER FILLING STATION (WFLS),Wadi Al-fara WTRP Filling Station,Wadi Al Fara,23.456783,39.853213,Working,2010
29,29,Grouped,WATER TREATMENT PLANT (WTRP),Al-Nubah,Yanbu,24.368915,37.610688,Working,2011
58,1047,Grouped,WATER PUMPING STATION (WPUS),YN-PS1,Yanbu,24.093637,38.041138,Out of service,1985
59,59,Grouped,WATER PUMPING STATION (WPUS),MSH-PS1,Yanbu,24.240284,38.323174,Working,1990
60,143,Grouped,WATER PUMPING STATION (WPUS),KH-PS1,Yanbu,24.429182,38.509939,Working,2009
61,899,Grouped,WATER PUMPING STATION (WPUS),FQ-PS1,Yanbu,24.686575,38.382792,Working,2005
63,Standalone,Standalone,WATER PUMPING STATION (WPUS),SQ- PS,Yanbu,24.373893,38.45931,Out of service,2008
64,899,Grouped,WATER PUMPING STATION (WPUS),FQ-PS3,Yanbu,24.686575,38.382792,Working,2005
65,152,Grouped,WATER PUMPING STATION (WPUS),RK-PS,Yanbu,24.697203,38.063853,Working,2009
95,142,Grouped,WATER PUMPING STATION (WPUS),YB-PS1,Yanbu,24.094676,38.041171,Working,1985
96,1047,Grouped,WATER PUMPING STATION (WPUS),YB-PS2,Yanbu,24.09449,38.040777,Working,2009
97,1047,Grouped,WATER PUMPING STATION (WPUS),YN-PS2,Yanbu,24.094394,38.040868,Working,2009
98,1145,Grouped,WATER PUMPING STATION (WPUS),ISYB-PS,Yanbu,24.204199,38.245726,Working,2014
99,99,Grouped,WATER PUMPING STATION (WPUS),GA-PS,Yanbu,24.336719,38.426064,Standby,1980
100,151,Grouped,WATER PUMPING STATION (WPUS),FQ-PS2,Yanbu,24.686575,38.382792,Working,2005
101,1056,Grouped,WATER PUMPING STATION (WPUS),TN-PS1,Yanbu,24.310718,38.278693,Working,1985
102,1056,Grouped,WATER PUMPING STATION (WPUS),TN-PS2,Yanbu,24.310713,38.279312,Working,2005
103,1057,Grouped,WATER PUMPING STATION (WPUS),KH-PS2,Yanbu,24.428523,38.510149,Working,2016
109,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al Naqadi PS,Yanbu,24.101448,38.087999,Out of service,1985
110,145,Grouped,WATER PUMPING STATION (WPUS),MSHFS-PS,Yanbu,24.240232,38.323071,Working,2008
111,99,Grouped,WATER PUMPING STATION (WPUS),GA-PS OLD,Yanbu,24.336397,38.426273,Working,2000
112,Standalone,Standalone,WATER PUMPING STATION (WPUS),FRA-LS,Yanbu,24.412734,38.489761,Working,2005
113,146,Grouped,WATER PUMPING STATION (WPUS),TNFS-PS,Yanbu,24.30975,38.2796,Working,2008
142,142,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / Yanbu AL-Bahr Sheeb and  Reservoir(Tank),Yanbu,24.095242,38.04228,Working,2014
143,143,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / Kheif Hassan Sheeb and  Reservoir(Tank),Yanbu,24.42808,38.510417,Working,2016
144,Standalone,Standalone,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-Suweq Sheeb and  Reservoir(Tank),Yanbu,24.373607,38.459224,Out of service,2008
145,145,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-Musheref Sheeb and  Reservoir(Tank),Yanbu,24.240047,38.323019,Working,2008
146,146,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / tala naza (1) Sheeb and  Reservoir(Tank),Yanbu,24.309535,38.279226,Working,2008
147,147,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / tala naza (2) Sheeb and  Reservoir(Tank),Yanbu,24.440015,38.257617,Standby,2000
148,Standalone,Standalone,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-Nubah Sheeb and  Reservoir(Tank),Yanbu,24.369023,37.610489,Working,2015
149,Standalone,Standalone,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-Heim Sheeb and  Reservoir(Tank),Yanbu,24.692379,38.583756,Out of service,2000
150,Standalone,Standalone,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-bwat Sheeb and  Reservoir(Tank),Yanbu,24.563886,38.494258,Out of service,2000
151,151,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / Al-Faqaali Sheeb and  Reservoir(Tank),Yanbu,24.687201,38.382784,Working,2013
152,152,Grouped,WATER FILLING STATION (WFLS),Yanbu Governorate / Rakhu Sheeb and  Reservoir(Tank),Yanbu,24.697457,38.063585,Working,2016
298,Standalone,Standalone,WELL ABSTRACTION (WABS),Rakhu Well 1,Yanbu,24.614333,38.155056,Out of service,2013
299,Standalone,Standalone,WELL ABSTRACTION (WABS),Rakhu Well 2,Yanbu,24.612056,38.155639,Out of service,2013
307,Standalone,Standalone,WELL ABSTRACTION (WABS),Adan Well (King Fahd Charity),Yanbu,24.762494,37.939973,Out of service,2020
308,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Heem Well,Yanbu,24.692125,38.583768,Out of service,2010
488,Standalone,Standalone,WELL ABSTRACTION (WABS),Fum Bouat Well,Yanbu,24.559621,38.496897,Out of service,2010
489,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Nubah Well 1 ,Yanbu,24.368782,37.610764,Working,2014
863,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Jaberia Well 1,Yanbu,24.336767,38.426437,Out of service,2010
864,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Jaberia Well 2,Yanbu,24.337462,38.426279,Out of service,2010
865,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Suaq Well,Yanbu,24.373881,38.459348,Out of service,2010
868,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Yanbu,Yanbu,24.163302,38.198259,Working,2016
874,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Al naba,Yanbu,24.3385512,37.5861812,Working,2020
881,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),NAGADI,Yanbu,24.11477,38.114044,Working,2017
882,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),PS1,Yanbu,24.08275,38.049425,Working,2019
883,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),PS2,Yanbu,24.091363,38.067853,Working,2019
884,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),PS3,Yanbu,24.0965,38.102764,Working,2019
885,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),LS1,Yanbu,24.101131,38.088742,Working,2019
886,Standalone,Standalone,WASTE WATER PUMPING STATION (WWPS),LS2,Yanbu,24.08754,38.071834,Working,2019
897,99,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al-Jabriya Reservoir,Yanbu,24.336463,38.426476,Standby,1990
899,899,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alfoqaali Tank 1,Yanbu,24.686277,38.382777,Working,2010
900,29,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Naba Product Reservoir,Yanbu,24.368897,37.6105,Working,2011
901,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Naba Upper Reservoir,Yanbu,24.352602,37.603201,Working,2011
902,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alheme Reservoir,Yanbu,24.692301,38.583903,Working,2000
903,147,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Talaat Nazah Reservoir (1),Yanbu,24.43927,38.258683,Working,2000
1046,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Bwat Tank,Yanbu,24.563908,38.494235,Out of service,1990
1047,1047,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tank 1 Yanbu,Yanbu,24.094509,38.041829,Working,1982
1048,1047,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tank 2 Yanbu,Yanbu,24.095775,38.041245,Working,1982
1049,1047,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tank 3 Yanbu,Yanbu,24.093903,38.042078,Working,2012
1050,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alsuwaiq Tank ,Yanbu,24.374074,38.45941,Out of Service,1990
1052,59,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Musheref Reservoir,Yanbu,24.240176,38.323212,Working,2000
1053,29,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alnaba Raw Tank,Yanbu,24.368799,37.610597,Working,2011
1055,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Adan Well Reservoir ,Yanbu,24.762494,37.939973,Out of Service,2000
1056,1056,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Talaat Nazah Tank ( 2 ),Yanbu,24.310404,38.279399,Working,2010
1057,1057,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Khef Hussein Reservoir ( 1 ),Yanbu,24.429248,38.5096,Working,2014
1058,1057,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Khef Hussein Reservoir ( 2 ),Yanbu,24.429995,38.509716,Working,2018
1059,152,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Rakhw Tank,Yanbu,24.697053,38.063744,Working,2010
1087,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Ground Reservoir A-9,Yanbu,24.0856569,38.0584117,Out of service,1990
1089,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Upper Tank A-9,Yanbu,24.0855437,38.0580213,Out of service,1990
1090,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Top Tank B-1,Yanbu,24.090898,38.038599,Out of service,1990
1097,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Jabriya Upper Tank,Yanbu,24.336901,38.4259,Out of service,1990
1145,1145,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Yanbu Strategic Reservoir,Yanbu,24.203349,38.247336,Working,2014
2135,Standalone,Standalone,WATER PUMPING STATION (WPUS),Yanbu Pumping Station,Yanbu,24.12023,38.005112,Working,2022
